,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,longitude,latitude
78,40656,DED-4289,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بشاور للإنترنت,PESHAWAR INTERNET,54.49116325,24.3407383,أبوظبي,Abu Dhabi,مدينة أبوظبى الصناعية,Abu Dhabi Industrial City,مدينة أبوظبى الصناعية 41_01,M41_01,,,,93411,Eating and Drinking,30,Cafe,54.49116325,24.340738299999998
79,40658,DED-4294,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافية ماكياتو,MACCHIATO CAFE,54.43911171,24.43358803,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 48,E48,,,,,Eating and Drinking,30,Cafe,54.43911171000002,24.43358803000001
80,40664,DED-4677,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتيريا ومقهى الصقر الذهبي,AL SAQR AL DHAHABI CAFETERIA AND COFFEESHOP,55.75382042,24.18562126,العين,Al Ain,المنطقة الصناعية,SANAIYA,العجيّيز,Al Ajayyiz,7214133,AIN68668@abudhabi.net.ae,7372131,97672,Eating and Drinking,30,Cafe,55.75382042000001,24.185621260000005
81,40665,DED-4678,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا ربشه,RABSHA COFFEE SHOP & CAFETERIA,55.75463486,24.18579006,العين,Al Ain,المنطقة الصناعية,SANAIYA,العجيّيز,Al Ajayyiz,,,,86185,Eating and Drinking,30,Cafe,55.75463486000001,24.185790059999988
82,40666,DED-4679,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,روما جاردن كافيه,ROMA GARDEN CAFE,55.74686813,24.20109653,العين,Al Ain,المنطقة الصناعية,SANAIYA,العجيّيز,Al Ajayyiz,,awadamrei@yahoo.com,,65532,Eating and Drinking,30,Cafe,55.746868129999996,24.201096529999973
83,40667,DED-4680,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتيريا ومقهى الحناوي,AL HENAWY CAFETERIA & COFFEE SHOP,55.75463486,24.18579006,العين,Al Ain,المنطقة الصناعية,SANAIYA,العجيّيز,Al Ajayyiz,7224221,,,14490,Eating and Drinking,30,Cafe,55.75463486000001,24.185790059999988
84,40668,DED-4681,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا النخلة,AL NAKHLA COFFEE SHOP AND CAFETERIA,55.75463486,24.18579006,العين,Al Ain,المنطقة الصناعية,SANAIYA,العجيّيز,Al Ajayyiz,,,,64180,Eating and Drinking,30,Cafe,55.75463486000001,24.185790059999988
85,40677,DED-4949,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لابيل كافيه,LA BELLE CAFE,55.75357819,24.24779892,العين,Al Ain,الجيمي,AL JIMI,الخريس,Al Khrais,,,,86864,Eating and Drinking,30,Cafe,55.753578189999985,24.24779891999998
86,40680,DED-4952,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافيتيريا المعلم ذ.م.م.,AL MUALEM CAFETERIA & CAFE' L.L.C.,55.76819229,24.26736832,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,,,,13469,Eating and Drinking,30,Cafe,55.76819229,24.267368320000003
87,40681,DED-4953,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ابو عيسى,ABU EISA CAFE,55.76751709,24.26494217,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,,,,202309,Eating and Drinking,30,Cafe,55.76751709000001,24.264942169999983
88,40682,DED-4954,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى و كافتيريا الميرا,AL MEERA CAFETERIA & COFFEE,55.76760292,24.26707649,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7636404,,7511737,24050,Eating and Drinking,30,Cafe,55.76760292,24.267076490000022
89,40683,DED-4955,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا علوش,ALOOSH CAFETERIA & COFFEE SHOP,55.76984024,24.26474953,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,6664654,,,202154,Eating and Drinking,30,Cafe,55.76984024000001,24.264749530000017
90,40685,DED-4957,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكفتيريا ليالي الهيلي,LAYALI ALHELI CAFE & CAFETERIA,55.76919556,24.26774693,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7626069,,,14772,Eating and Drinking,30,Cafe,55.769195560000014,24.267746929999987
91,40686,DED-4958,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافيتيريا الجوارح,AL JAWAAREH CAFETERIA AND COFFEE SHOP,55.76817131,24.26769638,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7622811,,,16190,Eating and Drinking,30,Cafe,55.768171310000014,24.267696380000018
92,40691,DED-3787,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى زهره السوسن,SUSAN FLOWER CAFE,54.63654709,24.28867162,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 3 _أ,WB3_A,5835056,,,11544,Eating and Drinking,30,Cafe,54.63654709000002,24.288671620000002
93,40694,DED-3797,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتيريا ومقهى زينة,ZEINAH CAFETERIAL,54.40090179,24.44870567,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 28,E28,4485505,,5633550,8191,Eating and Drinking,30,Cafe,54.40090178999998,24.44870566999998
94,40695,DED-3798,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة المجرة للانترنت,GALAXY INTERNET HALL,54.40244293,24.4468174,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 28,E28,4483004,galaxynet.ad@gmail.com,4483004,422,Eating and Drinking,30,Cafe,54.40244293000001,24.446817399999986
95,40696,DED-3799,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الاسيوطى,ASYOOTI REFRESHMENTS & CAFE,54.40036392,24.44925976,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 28,E28,4480010,,,170990,Eating and Drinking,30,Cafe,54.40036392000002,24.449259760000018
96,40700,DED-4298,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب احلى الاوقات,BEST TIME COFFEE SHOP,54.37092288,24.51034294,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الميناء,Harbour,,,,,Eating and Drinking,30,Cafe,54.37092288000002,24.510342939999987
97,40701,DED-4299,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى بيت النوخذة,BAIT AL NOUKHADA CAFE,54.3718514,24.51125174,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الميناء,Harbour,6732050,,,7084,Eating and Drinking,30,Cafe,54.371851400000025,24.511251739999977
98,40710,DED-4315,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,اسكا كافيه,ASKA CAFE,54.57418244,24.43894075,أبوظبي,Abu Dhabi,شاطئ الراحة,Shatie Al Raha,شاطئ الراحة غرب 13,RBW13,4455462,,,78,Eating and Drinking,30,Cafe,54.574182440000016,24.438940749999972
99,40711,DED-4316,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بون جور بون سوار لايف كافيه - ذ م م,BONJOUR BONSOIR LIVE CAFE - L L C,54.57416153,24.43893814,أبوظبي,Abu Dhabi,شاطئ الراحة,Shatie Al Raha,شاطئ الراحة غرب 13,RBW13,,BONJOUR.BONSOIR@LIVE.AE,,95515,Eating and Drinking,30,Cafe,54.574161530000026,24.438938140000005
100,40714,DED-4689,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,نيون نت كافيه,NEON NET CAFE,55.75971222,24.19189644,العين,Al Ain,المنطقة الصناعية,SANAIYA,بطحاء الحائر,Batha Al Hayer,7217090,,,1422,Eating and Drinking,30,Cafe,55.75971221999998,24.191896439999994
101,40716,DED-4691,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا عكاش,AKKASH CAFE A. CAFETERIA,55.75388145,24.19089508,العين,Al Ain,المنطقة الصناعية,SANAIYA,بطحاء الحائر,Batha Al Hayer,,,,1746,Eating and Drinking,30,Cafe,55.753881449999994,24.19089508000002
102,40721,DED-4696,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا همس العيون,HAMAS AL AYOON  CAFETERIA & COFFEE SHOP,55.75388145,24.19089508,العين,Al Ain,المنطقة الصناعية,SANAIYA,بطحاء الحائر,Batha Al Hayer,,,,1713,Eating and Drinking,30,Cafe,55.753881449999994,24.19089508000002
103,40723,DED-4698,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المحترف إنترنت كافيه - ذ م م,PROFESSIONAL INTERNET CAFE -  L L C,55.75533485,24.1940937,العين,Al Ain,المنطقة الصناعية,SANAIYA,بطحاء الحائر,Batha Al Hayer,7650035,profnetcafe@yahoo.com,,83467,Eating and Drinking,30,Cafe,55.75533485,24.194093699999996
104,40724,DED-4959,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافيتيريا البنفسج,AL BANAFSAJ CAFETERIA & COFFEESHOP,55.76826096,24.26622963,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7622811,,,16190,Eating and Drinking,30,Cafe,55.76826096000002,24.266229629999998
105,40725,DED-4960,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتريا زعيم الكرك - فرع,ZAEEM AL KARKAK CAFETERIA - BRANCH,55.767519,24.263357159999998,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,,,,,Eating and Drinking,30,Cafe,55.76751899999999,24.263357159999998
106,40728,DED-4963,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيتيريا ومقهى المصطبة,AL MASTABA CAFETERIA AND CAFE',55.76737976,24.2673893,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7636554,,,14490,Eating and Drinking,30,Cafe,55.76737975999998,24.26738929999999
107,40729,DED-4964,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا موال ذ.م.م,MAWWAL  CAFE & CAFETERIA L.L.C.,55.76751709,24.26494217,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,,,,17348,Eating and Drinking,30,Cafe,55.76751709000001,24.264942169999983
108,40730,DED-4965,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى انجاز,ENJAAZ COFFEE SHOP,55.7685051,24.26459885,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,7630123,,,1003,Eating and Drinking,30,Cafe,55.76850510000003,24.264598850000027
109,40731,DED-4966,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا الكوس الشمالي,AL KOOS AL SHAMALI COFFEE SHOP & CAFETERIA,55.76919556,24.26774693,العين,Al Ain,هيلي,HILI,ندود جهام,Ndood Jham,,,,64945,Eating and Drinking,30,Cafe,55.769195560000014,24.267746929999987
110,40747,DED-3840,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة الجيل الثالث للانترنت,THIRD GENERATION INTERNET HALL,54.36122533,24.49086828,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 6,E6,6270054,,,8432,Eating and Drinking,30,Cafe,54.361225330000025,24.490868279999972
111,40749,DED-3842,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة حول العالم للانترنت,TRANSWORLD INTERNET HALL,54.36078032,24.48846905,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 6,E6,,,,,Eating and Drinking,30,Cafe,54.36078032,24.488469049999992
112,40757,DED-4335,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الجلاء,AL JALA CAFE & REFRESHMENTS,54.37918842,24.51160439,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 14_1,E14_01,6728099,,6740646,46691,Eating and Drinking,30,Cafe,54.37918841999999,24.511604390000002
113,40763,DED-4700,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,سوات لخدمات الانترنت,SUWAT  INTERNET SERVICE,55.76070786,24.1945343,العين,Al Ain,المنطقة الصناعية,SANAIYA,بطحاء الحائر,Batha Al Hayer,,,,19002,Eating and Drinking,30,Cafe,55.760707860000025,24.194534299999987
114,40780,DED-4981,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا فرست جي تي اس,FIRST G.T.S  CAFE & CAFETERIA,55.75063324,24.23698139,العين,Al Ain,المعترض,AL MUTAREDH,رملة أعواد شاهين,Ramlat Aawad Shaheen,,,,14055,Eating and Drinking,30,Cafe,55.75063324000001,24.236981389999983
115,40782,DED-4983,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا قصر الريف,QASER AL REEF CAFETERIA & COFFEE SHOP,55.42516136,23.39929008,العين,Al Ain,القوع,AL QUA'A,محاوي,Mahawi,,,,,Eating and Drinking,30,Cafe,55.425161360000004,23.399290080000014
116,40791,DED-3846,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لابريوش ـ مملوكة للشركة الاهلية للتجارة العامة( الخاصة )المحدودة - فرع,LA-BRIOCHE - OWNED BY AL AHLIYA GENERAL TRADING COMPANY (PRIVATE,54.36041832,24.49084854,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 6,E6,,,,,Eating and Drinking,30,Cafe,54.36041832000001,24.49084854
117,40820,DED-4720,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المدينة الصغيرة انترنت كافيه,SMALL CITY NET CAFE,55.76550102,24.19198227,العين,Al Ain,المنطقة الصناعية,SANAIYA,الصفرة,Al Safrah,7216206,,,84414,Eating and Drinking,30,Cafe,55.76550101999999,24.191982269999983
118,40821,DED-4721,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,البشرى لخدمات الانترنت,ALBUSHRA INTERNET SERVICES,55.76573944,24.19481468,العين,Al Ain,المنطقة الصناعية,SANAIYA,الصفرة,Al Safrah,,,,99652,Eating and Drinking,30,Cafe,55.765739440000004,24.19481467999998
119,40833,DED-5407,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتريا ركن الجامعه,CAFETERIA CORNER UNIVERSITY,54.42308097,24.42842087,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 49,W49,,,,,Eating and Drinking,30,Cafe,54.42308097,24.428420870000025
120,40842,DED-3911,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الجزيرة,AL JAZEERA REFRESHMENTS & CAFE,54.40313339,24.44566917,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,6613311,,,73344,Eating and Drinking,30,Cafe,54.403133389999994,24.445669169999974
121,40843,DED-3912,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ابو ماجد للايس كريم,ABU MAJID ICE CREAM,54.40366745,24.44576359,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 29,E29,4482826,amjadamjad767@hotmail.com,,3571,Eating and Drinking,30,Cafe,54.40366745,24.445763590000013
122,40873,DED-4743,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,استراليا انترنت كافيه,AUSTRALIA  INTERNET CAFEE,55.76089096,24.18638515,العين,Al Ain,المنطقة الصناعية,SANAIYA,ليتاق,Leetag,0,AIN282542@abudhabi.net.ae,0,99652,Eating and Drinking,30,Cafe,55.76089095999998,24.18638514999998
123,40874,DED-4744,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافيتيريا ليالي العين ذ.م.م.,LAYALI AL AIN CAFE' & CAFETERIA L.L.C.,55.75714111,24.18699932,العين,Al Ain,المنطقة الصناعية,SANAIYA,ليتاق,Leetag,,,,86756,Eating and Drinking,30,Cafe,55.75714111000002,24.186999319999984
124,40882,DED-5565,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,نادى الانترنت,INTERNET CLUB,54.38046666,24.46060404,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 20_2,E20_02,,,,,Eating and Drinking,30,Cafe,54.380466660000025,24.46060404000002
125,40886,DED-5619,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,رابوستا كوفي - فرع,ROBUSTA COFFEE - BRANCH,54.39202348,24.44845216,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 23,E23,,,,,Eating and Drinking,30,Cafe,54.39202347999998,24.448452159999988
126,40900,DED-4373,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا البرواز,AL BERWAZ CAFETERIA & COFFEESHOP,55.56267166,24.2262249,العين,Al Ain,اليحر,AL YAHAR,الرفاعة,Al Rifaa,7815664,kiddiela@eim.ae,7815664,14477,Eating and Drinking,30,Cafe,55.56267165999998,24.226224899999977
127,40908,DED-4382,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتريا شهاب,SHEHAB CAFETERIA,55.54241943,24.22100067,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7826042,omranalhashimy@hotmail.com,,22731,Eating and Drinking,30,Cafe,55.542419429999995,24.221000670000024
128,40910,DED-4384,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الخط الاخضر لخدمات الإنترنت,GREEN LINE INTERNET SERVICE,55.54090118,24.2204895,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,,,,99652,Eating and Drinking,30,Cafe,55.54090117999999,24.220489499999985
129,40912,DED-4745,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دار السلام انترنت كافيه,DAR AL SALAM INTERNET CAFE,55.76089096,24.18638515,العين,Al Ain,المنطقة الصناعية,SANAIYA,ليتاق,Leetag,,,,83751,Eating and Drinking,30,Cafe,55.76089095999998,24.18638514999998
130,40921,DED-4755,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المجلس الاماراتي كافيه,AL MAJLES AL EMARATI CAFE,55.67304611,24.18073559,العين,Al Ain,العقابية,AL AGABIYAA,السلان,Al Sallan,7680077,,7680075,87561,Eating and Drinking,30,Cafe,55.67304610999997,24.180735589999983
131,40927,DED-5733,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى رمسيس,RAMSIS CAFE,54.38616562,24.45467949,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22,E22,,,,28793,Eating and Drinking,30,Cafe,54.386165619999986,24.45467948999999
132,40934,DED-5779,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى لورانس,LAWRENCE CAFE,54.38902664,24.45837021,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,,,,71383,Eating and Drinking,30,Cafe,54.38902664,24.45837021
133,40938,DED-3949,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ليالى الشرق للانترنت,ORIENTAL NIGHTS INTERNET,54.60644981,24.31015552,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,,,,,Eating and Drinking,30,Cafe,54.606449810000015,24.310155520000023
134,40939,DED-3950,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الوفاق,AL WIFAQ CAFE,54.60870575,24.30843757,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,,,,74618,Eating and Drinking,30,Cafe,54.60870575000001,24.308437570000024
135,40940,DED-3951,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات بنى ياس - فرع,BANIYAS REFRESHMENTS & CAFE - BRANCH,54.61332354,24.30545025,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,,,,,Eating and Drinking,30,Cafe,54.61332354000001,24.30545024999998
136,40941,DED-3952,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة الجوكر للانترنت,JOKER INTERNET CAFE,54.60870575,24.30843757,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,8199946,,,422,Eating and Drinking,30,Cafe,54.60870575000001,24.308437570000024
137,40944,DED-3955,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مدريد انترنت كافيه,MADRID INTERNET CAFE,54.61160088,24.3067646,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,,,,,Eating and Drinking,30,Cafe,54.611600880000026,24.306764600000008
138,40946,DED-3957,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة القناص الذهبى للانترنت,GOLDEN SNIPER INTERNET HALL,54.61218262,24.30631828,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,5824582,goldensnipercafe@hotmail.com,5824582,74320,Eating and Drinking,30,Cafe,54.61218262,24.306318280000028
139,40950,DED-3961,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الوناسة,AL WANASA CAFE & REFRESHMENTS,54.61332321,24.30545044,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,,,,56874,Eating and Drinking,30,Cafe,54.613323209999976,24.305450440000016
140,40951,DED-4386,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الردهة الخضراء,AL RODHA AL KHTHRA COFFEE SHOP,55.54950523,24.22298813,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7816109,,,22475,Eating and Drinking,30,Cafe,55.54950523000002,24.222988129999976
141,40952,DED-4387,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى سفانة,SAFANAH CAFE,55.54920387,24.22376823,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7816109,,,22475,Eating and Drinking,30,Cafe,55.549203869999985,24.22376823000002
142,40956,DED-4391,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا تذكار,TETHKAR COFFEE SHOP AND CAFETERIA,55.549816129999996,24.22455406,العين,Al Ain,اليحر,AL YAHAR,الواحة العامرة,Al Waha Al Amirah,7827860,,,22648,Eating and Drinking,30,Cafe,55.54981613000001,24.224554060000003
143,40972,DED-4768,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتريا كركيات,KARAKEAT  CAFETERIA,55.73893738,24.22752953,العين,Al Ain,المعترض,AL MUTAREDH,عود الحصاة,Oud Al Hassah,,,,86030,Eating and Drinking,30,Cafe,55.73893737999998,24.227529530000027
144,40973,DED-4769,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بيكاسو كافيه - ذ م م,PICASSO CAFE - L L C,55.73893738,24.22752953,العين,Al Ain,المعترض,AL MUTAREDH,عود الحصاة,Oud Al Hassah,,,,17757,Eating and Drinking,30,Cafe,55.73893737999998,24.227529530000027
145,40978,DED-5784,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فلافل فريحة,FARIHA FALAFIL,54.38649559,24.46068573,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,4454988,,4434733,52665,Eating and Drinking,30,Cafe,54.38649558999998,24.460685730000023
146,40979,DED-5785,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى البرنس,PRINCEY CAFE,54.39142227,24.45611954,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,6111881,,6111882,60621,Eating and Drinking,30,Cafe,54.39142227000002,24.456119539999975
147,40980,DED-5786,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,اكاسا كافيه,ACASA CAFE,54.38800843,24.45972834,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,,,,,Eating and Drinking,30,Cafe,54.38800843000001,24.459728340000026
148,40981,DED-5787,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الجنرال,AL GENERAL CAFE,54.39124774,24.45630583,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,,,,,Eating and Drinking,30,Cafe,54.39124773999998,24.45630583000002
149,40984,DED-5790,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات السمر,AL SAMAR REFRESHMENTS & CAFE,54.3893761,24.45808819,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,4457031,malshaqqa@yahoo.com,0,5324,Eating and Drinking,30,Cafe,54.38937609999999,24.458088190000012
150,40985,DED-5791,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بيكاديلى كافيه,PICKADILLY CAFE,54.38830566,24.45873642,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 22_1,E22_01,4436044,,,94421,Eating and Drinking,30,Cafe,54.388305660000015,24.45873641999998
151,40990,DED-3962,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى المرسى,AL MARSA CAFE,54.60672379,24.30994606,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 3,EB3,5826607,,5826607,29558,Eating and Drinking,30,Cafe,54.60672378999999,24.309946060000016
152,40997,DED-4018,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مارينا كافيه,MARINA CAFE,54.3229599,24.46884441,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 43,W43,4418000,_,4418080,114444,Eating and Drinking,30,Cafe,54.3229599,24.468844409999974
153,41000,DED-4026,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,اميجو للانترنت,AMIGO INTERNET,54.5177297,24.40643626,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 11,MQ11,5595565,,,11554,Eating and Drinking,30,Cafe,54.51772970000002,24.40643626000002
154,41022,DED-4781,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا العصامى,EL ESSAME CAFE & CAFETERIA,55.75682831,24.21558666,العين,Al Ain,الجاهلي,AL JAHILI,حي القلعة,Hai Al Qalaa,7559290,,,69109,Eating and Drinking,30,Cafe,55.75682831,24.215586659999985
155,41035,DED-5854,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ركن العرب,ARAB CORNER CAFE,54.35631943,24.47712517,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6329973,,6329973,44177,Eating and Drinking,30,Cafe,54.356319429999985,24.477125170000022
156,41037,DED-5856,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المها كافية,AL MAHA  COFFEE SHOP,54.3561219,24.4767467,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,,,,70460,Eating and Drinking,30,Cafe,54.356121900000005,24.47674669999998
